"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","cluster (1, 2, 3, 4):ch1","tissue:ch1"
"GSM4046200","3BMB_95","GSM4046200","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046200/suppl/GSM4046200_3BMB_95.CEL.gz","49495","1","lung"
"GSM4046201","3BMB_139","GSM4046201","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046201/suppl/GSM4046201_3BMB_139.CEL.gz","49495","1","lung"
"GSM4046202","3BMB_71","GSM4046202","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046202/suppl/GSM4046202_3BMB_71.CEL.gz","49495","1","lung"
"GSM4046203","3BMB_92","GSM4046203","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046203/suppl/GSM4046203_3BMB_92.CEL.gz","49495","1","lung"
"GSM4046204","3BMB_242","GSM4046204","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046204/suppl/GSM4046204_3BMB_242.CEL.gz","49495","1","lung"
"GSM4046205","3BMB_55","GSM4046205","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 4","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046205/suppl/GSM4046205_3BMB_55.CEL.gz","49495","4","lung"
"GSM4046206","3BMB_13","GSM4046206","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 4","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046206/suppl/GSM4046206_3BMB_13.CEL.gz","49495","4","lung"
"GSM4046207","3BMB_40","GSM4046207","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046207/suppl/GSM4046207_3BMB_40.CEL.gz","49495","1","lung"
"GSM4046208","3BMB_107","GSM4046208","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046208/suppl/GSM4046208_3BMB_107.CEL.gz","49495","1","lung"
"GSM4046209","3BMB_167","GSM4046209","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 4","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046209/suppl/GSM4046209_3BMB_167.CEL.gz","49495","4","lung"
"GSM4046210","3BMB_89","GSM4046210","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046210/suppl/GSM4046210_3BMB_89.CEL.gz","49495","1","lung"
"GSM4046211","3BMB_3","GSM4046211","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046211/suppl/GSM4046211_3BMB_3.CEL.gz","49495","1","lung"
"GSM4046212","3BMB_20","GSM4046212","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 2","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046212/suppl/GSM4046212_3BMB_20.CEL.gz","49495","2","lung"
"GSM4046213","3BMB_176","GSM4046213","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046213/suppl/GSM4046213_3BMB_176.CEL.gz","49495","1","lung"
"GSM4046214","3BMB_87","GSM4046214","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046214/suppl/GSM4046214_3BMB_87.CEL.gz","49495","3","lung"
"GSM4046215","3BMB_58","GSM4046215","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046215/suppl/GSM4046215_3BMB_58.CEL.gz","49495","1","lung"
"GSM4046216","3BMB_179","GSM4046216","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046216/suppl/GSM4046216_3BMB_179.CEL.gz","49495","1","lung"
